"","id","finish_date","year","street_number","street","cross_street","year_installed","material","diameter","leak_type","lon","lat","city","agency"
"5437",5486,"2014-03-27",2014,1811,"23RD ST","MARKET AVE",1934,"CAST IRON","8","LARGE BLOWOUT HOLE > 1""",-122.347479426455,37.957295306908,"SAN PABLO","EBMUD"
"5438",5487,"2014-12-18",2014,48,"ALAN CT","MORROW DR",1961,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.328151145477,37.9594744341955,"SAN PABLO","EBMUD"
"5439",5488,"2010-12-24",2010,1764,"BAYO VISTA AVE","WYMAN ST",1952,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.325100090448,37.958422862789,"SAN PABLO","EBMUD"
"5440",5489,"2010-01-29",2010,2319,"DOVER AVE","23RD ST",1957,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.346494828821,37.9585741876211,"SAN PABLO","EBMUD"
"5441",5490,"2014-05-07",2014,2700,"DOVER AVE","CHURCH LN",1957,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.341629048281,37.9572382305191,"SAN PABLO","EBMUD"
"5442",5491,"2014-05-27",2014,1100,"JOEL CT","GLENN AVE",1949,"CAST IRON","4","JOINT FAILURE",-122.327633447807,37.9497342560192,"SAN PABLO","EBMUD"
"5443",5492,"2013-03-20",2013,21,"LAS MORADAS CIR","WILLOW RD",1981,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.336068884478,37.9569923276807,"SAN PABLO","EBMUD"
"5444",5493,"2011-08-02",2011,1074,"LASSEN ST","GLENN AVE",1936,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.329282293527,37.9492198409369,"SAN PABLO","EBMUD"
"5445",5494,"2010-05-31",2010,1080,"LASSEN ST","GLENN AVE",1936,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.329337150467,37.9493343555817,"SAN PABLO","EBMUD"
"5446",5495,"2014-07-16",2014,2518,"MACARTHUR AVE","CLARE ST",1942,"CAST IRON","4","LONGITUDINAL SPLIT",-122.350640490304,37.9673264434915,"SAN PABLO","EBMUD"
"5447",5496,"2012-09-26",2012,2532,"MARKET AVE","PULLMAN ST",1948,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.344125110437,37.95605394156,"SAN PABLO","EBMUD"
"5448",5497,"2012-03-15",2012,2026,"MASON ST","STANDARD AVE",1959,"ASBESTOS CEMENT","6","SMALL BLOWOUT HOLE <= 1""",-122.344207424775,37.9599200764303,"SAN PABLO","EBMUD"
"5449",5498,"2014-10-29",2014,5501,"MCBRYDE AVE","KERN ST",1941,"ASBESTOS CEMENT","6","JOINT FAILURE",-122.324708357234,37.9492740270635,"SAN PABLO","EBMUD"
"5450",5499,"2011-09-19",2011,5633,"MCBRYDE AVE","RALSTON AVE",1937,"CAST IRON","6","LONGITUDINAL SPLIT",-122.323165797749,37.9498801284537,"SAN PABLO","EBMUD"
"5451",5500,"2014-08-10",2014,5633,"MCBRYDE AVE","SONOMA ST",1937,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.323165797749,37.9498801284537,"SAN PABLO","EBMUD"
"5452",5501,"2013-10-18",2013,5755,"MCBRYDE AVE","PARK AVE",1949,"CAST IRON","6","JOINT FAILURE",-122.322308854968,37.9514260177949,"SAN PABLO","EBMUD"
"5453",5502,"2014-01-16",2014,5755,"MCBRYDE AVE","PARK AVE",1949,"CAST IRON","6","JOINT FAILURE",-122.322308854968,37.9514260177949,"SAN PABLO","EBMUD"
"5454",5503,"2014-12-12",2014,1409,"MINER AVE","STANTON AVE",1957,"ASBESTOS CEMENT","8","FULL CIRCUMFERENCE BREAK",-122.347083039042,37.9789760311869,"SAN PABLO","EBMUD"
"5455",5504,"2011-06-15",2011,1927,"MINER AVE","MONTE BUENA ST",1957,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.343384760705,37.9759436443916,"SAN PABLO","EBMUD"
"5456",5505,"2012-08-22",2012,1320,"MISSION AVE","RUMRILL BLVD",NA,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.356085160229,37.9596024198722,"SAN PABLO","EBMUD"
"5457",5506,"2010-08-11",2010,5415,"MORROW DR","ALAN CT",1960,"STEEL","6","LARGE BLOWOUT HOLE > 1""",-122.328024821041,37.9599790396229,"SAN PABLO","EBMUD"
"5458",5507,"2012-05-29",2012,5415,"MORROW DR","ALAN CT",1960,"STEEL","6","JOINT FAILURE",-122.328024821041,37.9599790396229,"SAN PABLO","EBMUD"
"5459",5508,"2013-01-25",2013,NA,"MORROW DR","ALAN CT",1960,"STEEL","6","JOINT FAILURE",-122.32818578196,37.9598941495179,"SAN PABLO","EBMUD"
"5460",5509,"2011-12-26",2011,2109,"PINE AVE","21ST ST",1935,"CAST IRON","8","FULL CIRCUMFERENCE BREAK",-122.349001309757,37.9550274282041,"SAN PABLO","EBMUD"
"5461",5510,"2010-02-09",2010,2826,"RIDGE RD","VALE RD",1928,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.331386804711,37.9587267024019,"SAN PABLO","EBMUD"
"5462",5511,"2010-07-02",2010,13328,"SAN PABLO AVE","GRACE LN",1924,"CAST IRON","6","LONGITUDINAL SPLIT",-122.333797146785,37.9543495012797,"SAN PABLO","EBMUD"
"5463",5512,"2010-11-21",2010,13328,"SAN PABLO AVE","EVANS AVE",1924,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.333797146785,37.9543495012797,"SAN PABLO","EBMUD"
"5464",5513,"2014-02-01",2014,13352,"SAN PABLO AVE","SAN PABLO DAM RD",1946,"CAST IRON","12","LONGITUDINAL SPLIT",-122.334188782676,37.9546153553273,"SAN PABLO","EBMUD"
"5465",5514,"2013-06-13",2013,14205,"SAN PABLO AVE","ROAD 20",1946,"CAST IRON","8","FULL CIRCUMFERENCE BREAK",-122.34628252035,37.9631425928786,"SAN PABLO","EBMUD"
"5466",5515,"2012-01-04",2012,15001,"SAN PABLO AVE","R H MILLER DR",1926,"STEEL","24","JOINT FAILURE",-122.343471394193,37.9757994641412,"SAN PABLO","EBMUD"
"5467",5516,"2013-08-01",2013,2395,"STANDARD AVE","23RD ST",1960,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-122.345237353181,37.9611565274642,"SAN PABLO","EBMUD"
"5468",5517,"2013-12-12",2013,1517,"STANTON AVE","JOHN AVE",1957,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.346683884642,37.9782763523868,"SAN PABLO","EBMUD"
"5469",5518,"2014-01-29",2014,1880,"STANTON AVE","CRUCERO AVE",1960,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-122.342843034508,37.9808110540674,"SAN PABLO","EBMUD"
"5470",5519,"2012-09-24",2012,1209,"STONINGTON AVE","CONNECTICUT AVE",1943,"CAST IRON","4","LONGITUDINAL SPLIT",-122.349936634957,37.9767972262818,"SAN PABLO","EBMUD"
"5471",5520,"2013-09-24",2013,1800,"SUTTER AVE","19TH ST",1938,"CAST IRON","8","PARTIAL CIRCUM BRK<180DEG",-122.351740081224,37.9564843020442,"SAN PABLO","EBMUD"
"5472",5521,"2011-01-01",2010,2116,"SUTTER AVE","DOVER AVE",1938,"CAST IRON","8","LARGE BLOWOUT HOLE > 1""",-122.348701033773,37.956479659793,"SAN PABLO","EBMUD"
"5473",5522,"2011-01-20",2011,2116,"SUTTER AVE","23RD ST",1938,"CAST IRON","8","LONGITUDINAL SPLIT",-122.348701033773,37.956479659793,"SAN PABLO","EBMUD"
"5474",5523,"2014-04-10",2014,958,"TRENTON BL",NA,1944,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.35407980901,37.9701374342771,"SAN PABLO","EBMUD"
"5475",5524,"2013-12-05",2013,2413,"UNIVERSITY AVE","MASON ST",1960,"ASBESTOS CEMENT","6","JOINT FAILURE",-122.345253216441,37.9602608411443,"SAN PABLO","EBMUD"
"5476",5525,"2011-01-03",2011,2417,"UNIVERSITY AVE","23RD ST",1960,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-122.345069603456,37.9601318620175,"SAN PABLO","EBMUD"
"5477",5526,"2014-09-10",2014,2614,"VALE RD","RIDGE LN",1928,"CAST IRON","6","LONGITUDINAL SPLIT",-122.332514519171,37.9576132848685,"SAN PABLO","EBMUD"
"5478",5527,"2013-01-14",2013,1238,"YUBA AVE","CASINO AVE",1953,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.325464274781,37.9510944370653,"SAN PABLO","EBMUD"
"5479",5528,"2014-09-12",2014,101,"ANZA CT","BOLLINGER CANYON RD",1975,"ASBESTOS CEMENT","6","PARTIAL CIRCUM BRK<180DEG",-121.992898000781,37.7691260918791,"SAN RAMON","EBMUD"
"5480",5529,"2012-08-20",2012,3085,"ASCOT DR","LOMOND CIR",NA,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-121.951802608645,37.7542741646358,"SAN RAMON","EBMUD"
"5481",5530,"2012-03-10",2012,9555,"BELLE MEADE DR","BELLE MEADE PL",1962,"ASBESTOS CEMENT","8","SMALL BLOWOUT HOLE <= 1""",-121.935295848934,37.7319537632404,"SAN RAMON","EBMUD"
"5482",5531,"2012-08-24",2012,108,"BOXFORD PL","PINE VALLEY RD",1966,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-121.945369465088,37.737972204105,"SAN RAMON","EBMUD"
"5483",5532,"2012-08-24",2012,109,"BOXFORD PL","PINE VALLEY",1966,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-121.945302058693,37.7378851378804,"SAN RAMON","EBMUD"
"5484",5533,"2013-06-09",2013,2190,"CAMINO RAMON NA","CROW CANYON RD",1972,"STEEL","16","LARGE BLOWOUT HOLE > 1""",-121.969671798671,37.7795336954782,"SAN RAMON","EBMUD"
"5485",5534,"2014-07-26",2014,1332,"CANYON SIDE AVE","CANYON HILLS",1985,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-121.940479698218,37.7619388378028,"SAN RAMON","EBMUD"
"5486",5535,"2013-08-14",2013,22,"CENTENNIAL WAY","WESTSIDE DR",1996,"CAST IRON","6","LONGITUDINAL SPLIT",-121.957933100905,37.7460025332261,"SAN RAMON","EBMUD"
"5487",5536,"2014-08-21",2014,118,"COBBLESTONE LN","COBBLESTONE DR",1980,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-121.995360986531,37.7708143170788,"SAN RAMON","EBMUD"
"5488",5537,"2014-07-27",2014,2669,"COREY PL","HAWKINS DR",1977,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-121.963459251404,37.7457555585808,"SAN RAMON","EBMUD"
"5489",5538,"2010-08-24",2010,2766,"COREY PL","ELLINGTON",1977,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-121.959332198772,37.7462626397217,"SAN RAMON","EBMUD"
"5490",5539,"2010-08-25",2010,2766,"COREY PL","ELLINGTON",1977,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-121.959332198772,37.7462626397217,"SAN RAMON","EBMUD"
"5491",5540,"2013-07-30",2013,335,"COUNTRY BROOK LP","SPRING VALLEY WAY",1986,"ASBESTOS CEMENT","8","FULL CIRCUMFERENCE BREAK",-121.946013178132,37.7598715671397,"SAN RAMON","EBMUD"
"5492",5541,"2010-09-05",2010,3399,"ENSENADA DR","ALCOSTA BLVD",1969,"ASBESTOS CEMENT","8","FULL CIRCUMFERENCE BREAK",-121.934795972117,37.7496069531897,"SAN RAMON","EBMUD"
"5493",5542,"2011-05-02",2011,3399,"ENSENADA DR","ALCOSTA",1969,"ASBESTOS CEMENT","8","FULL CIRCUMFERENCE BREAK",-121.934795972117,37.7496069531897,"SAN RAMON","EBMUD"
"5494",5543,"2011-03-30",2011,2776,"FOUNTAINHEAD DR","BOLLINGER CANYON RD",1972,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-121.989500283151,37.7689602939656,"SAN RAMON","EBMUD"
"5495",5544,"2014-09-15",2014,848,"LADERA CORTE NA","CAMINO DE JUGAR",1973,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-121.98897668716,37.7664866555657,"SAN RAMON","EBMUD"
"5496",5545,"2011-01-21",2011,175,"MADELIA PL","BROCKTON AVE",1964,"ASBESTOS CEMENT","4","FULL CIRCUMFERENCE BREAK",-121.939340403918,37.726680360503,"SAN RAMON","EBMUD"
"5497",5546,"2011-08-29",2011,112,"NORRIS CANYON PL","NORRIS CANYON RD",1984,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-121.961422364112,37.7774553177268,"SAN RAMON","EBMUD"
"5498",5547,"2014-10-13",2014,400,"OLD RANCH CT","OLD RANCH TRL",1981,"ASBESTOS CEMENT","6","PARTIAL CIRCUM BRK<180DEG",-121.924351970495,37.7381922171655,"SAN RAMON","EBMUD"
"5499",5548,"2012-07-26",2012,3079,"RIVIERA WAY","KITTERY AVE",1976,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-121.942009338567,37.7446601911692,"SAN RAMON","EBMUD"
"5500",5549,"2012-09-27",2012,7301,"SEDGEFIELD AVE","FILBERT CT",1970,"ASBESTOS CEMENT","6","SMALL BLOWOUT HOLE <= 1""",-121.936090145102,37.7374483486878,"SAN RAMON","EBMUD"
"5501",5550,"2011-08-01",2011,65,"SHAW PL","BELFAST PL",1968,"ASBESTOS CEMENT","6","JOINT FAILURE",-121.947195394514,37.7427591696043,"SAN RAMON","EBMUD"
"5502",5551,"2013-09-05",2013,2599,"TWIN CREEKS DR","NORRIS CANYON RD",1973,"ASBESTOS CEMENT","8","FULL CIRCUMFERENCE BREAK",-121.977104371525,37.7700912240163,"SAN RAMON","EBMUD"
"5503",5552,"2014-09-17",2014,3245,"VERACRUZ DR","TOLUCA DR",1976,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-121.945079455853,37.7557987248615,"SAN RAMON","EBMUD"
"5504",5553,"2012-10-14",2012,2859,"VIA CORDOBA NA","ASCENSION DR",1975,"ASBESTOS CEMENT","8","PARTIAL CIRCUM BRK<180DEG",-121.986394287112,37.7626189427453,"SAN RAMON","EBMUD"
"5505",5554,"2012-08-28",2012,1582,"1ST AVE","HALL LN",1953,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.066398366774,37.9242446322859,"WALNUT CREEK","EBMUD"
"5506",5555,"2013-09-05",2013,1855,"1ST AVE","BUENA VISTA AVE",1964,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.072599295666,37.9239728118124,"WALNUT CREEK","EBMUD"
"5507",5556,"2013-09-14",2013,1855,"1ST AVE","BUENA VISTA AVE",1964,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.072599295666,37.9239728118124,"WALNUT CREEK","EBMUD"
"5508",5557,"2012-08-12",2012,1786,"2ND AVE","SHELDON LN",1964,"ASBESTOS CEMENT","6","LONGITUDINAL SPLIT",-122.072117358431,37.9218478355384,"WALNUT CREEK","EBMUD"
"5509",5558,"2012-06-22",2012,1531,"3RD AVE",NA,1957,"ASBESTOS CEMENT","6","SMALL BLOWOUT HOLE <= 1""",-122.066564134152,37.919452317882,"WALNUT CREEK","EBMUD"
"5510",5559,"2013-10-26",2013,1781,"3RD AVE","SPARTAN CT",1951,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-122.072381277843,37.9194135578037,"WALNUT CREEK","EBMUD"
"5511",5560,"2014-03-02",2014,1810,"3RD AVE","SANDPIPER CT",1952,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-122.072717237657,37.9195601545035,"WALNUT CREEK","EBMUD"
"5512",5561,"2013-12-18",2013,1950,"3RD AVE","KEITH CT",1964,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.07653725586,37.9195202700065,"WALNUT CREEK","EBMUD"
"5513",5562,"2011-12-26",2011,7,"ABBEY CT","EL CURTOLA",1945,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.083271172629,37.8903103527914,"WALNUT CREEK","EBMUD"
"5514",5563,"2010-11-18",2010,2875,"ACACIA RD","HIDDEN OAKS DR",1945,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.086396077257,37.8886286978416,"WALNUT CREEK","EBMUD"
"5515",5564,"2012-10-03",2012,2882,"ACACIA RD","KINNEY DR",1945,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.086163054741,37.8887526782035,"WALNUT CREEK","EBMUD"
"5516",5565,"2011-06-03",2011,26,"ALDER AVE","OLYMPIC BLVD",1994,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.07508461469,37.8854015980942,"WALNUT CREEK","EBMUD"
"5517",5566,"2014-10-05",2014,11,"ALEGRA CT","ALEGRA LN",1957,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.046617034391,37.9034741173533,"WALNUT CREEK","EBMUD"
"5518",5567,"2011-07-29",2011,1716,"ALMOND AVE","N CALIFORNIA BLVD",1953,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.064469293531,37.9006820920749,"WALNUT CREEK","EBMUD"
"5519",5568,"2012-07-03",2012,1744,"ALMOND AVE","ALMOND CT",1953,"CAST IRON","6","LONGITUDINAL SPLIT",-122.065141609884,37.9003463423626,"WALNUT CREEK","EBMUD"
"5520",5569,"2011-01-31",2011,1583,"ALMOND CT","CALIFORNIA",1953,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.065371111803,37.9000521596617,"WALNUT CREEK","EBMUD"
"5521",5570,"2014-11-13",2014,132,"ARLENE DR","ARLENE CT",1948,"CAST IRON","6","LONGITUDINAL SPLIT",-122.060084066095,37.8883032560784,"WALNUT CREEK","EBMUD"
"5522",5571,"2014-10-15",2014,30,"ARLENE LN","STEELE CT",1959,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.061306131826,37.8864276400357,"WALNUT CREEK","EBMUD"
"5523",5572,"2014-01-14",2014,11,"BALL RD","WALNUT BLVD",1973,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.031016114941,37.8906142371843,"WALNUT CREEK","EBMUD"
"5524",5573,"2011-10-01",2011,12,"BIG OAK CT","OAK KNOLL LOOP",1967,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.0503353728,37.8942956028063,"WALNUT CREEK","EBMUD"
"5525",5574,"2014-09-03",2014,2070,"BLACKWOOD DR","MURWOOD DR",1956,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.047410867573,37.8886840921955,"WALNUT CREEK","EBMUD"
"5526",5575,"2013-01-16",2013,1326,"BOULEVARD WAY","SARANAP AVE",NA,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.077938158789,37.8927987236058,"WALNUT CREEK","EBMUD"
"5527",5576,"2010-02-18",2010,21,"BRADLEY AVE","WALNUT",1963,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.055165661019,37.9064684103294,"WALNUT CREEK","EBMUD"
"5528",5577,"2012-06-12",2012,124,"BRIA CT","TIBURON CT",1980,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.083617262391,37.9094498610831,"WALNUT CREEK","EBMUD"
"5529",5578,"2011-09-16",2011,2050,"BROADWAY NA","CENTRAL",1957,"ASBESTOS CEMENT","8","JOINT FAILURE",-122.061545493737,37.9075186742847,"WALNUT CREEK","EBMUD"
"5530",5579,"2011-10-22",2011,2469,"BUENA VISTA AVE","ALVARADO AVE",1960,"ASBESTOS CEMENT","8","LARGE BLOWOUT HOLE > 1""",-122.072870681786,37.9140428729694,"WALNUT CREEK","EBMUD"
"5531",5580,"2012-08-10",2012,1499,"CALIFORNIA BL","BONANZA STREET",1953,"CAST IRON","6","LONGITUDINAL SPLIT",-122.063693098452,37.8990498715314,"WALNUT CREEK","EBMUD"
"5532",5581,"2011-02-25",2011,171,"CAMELIA LN","MAGNOLIA WAY",1948,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.067328603005,37.8898334255636,"WALNUT CREEK","EBMUD"
"5533",5582,"2012-04-09",2012,171,"CAMELIA LN","MAGNOLIA",1948,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.067328603005,37.8898334255636,"WALNUT CREEK","EBMUD"
"5534",5583,"2013-07-21",2013,2750,"CAMINO DIABLO NA","RAMP",1941,"STEEL","16","LARGE BLOWOUT HOLE > 1""",-122.080765089155,37.8979438802002,"WALNUT CREEK","EBMUD"
"5535",5584,"2013-11-17",2013,2750,"CAMINO DIABLO NA",NA,1941,"CAST IRON","6","JOINT FAILURE",-122.080765089155,37.8979438802002,"WALNUT CREEK","EBMUD"
"5536",5585,"2012-09-01",2012,24,"CARMELLO RD","TERRACE RD",1941,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.072792724517,37.9051338161272,"WALNUT CREEK","EBMUD"
"5537",5586,"2014-12-04",2014,28,"CARMELLO RD","OVERLOOK DR",1942,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.072866747895,37.905682159421,"WALNUT CREEK","EBMUD"
"5538",5587,"2012-02-11",2012,33,"CARMELLO RD","TERRACE RD",1942,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.073035804615,37.9056442037488,"WALNUT CREEK","EBMUD"
"5539",5588,"2014-12-12",2014,46,"CARMELLO RD","MIRAMONTE RD",1942,"CAST IRON","4","JOINT FAILURE",-122.073680257837,37.9064458858914,"WALNUT CREEK","EBMUD"
"5540",5589,"2014-06-26",2014,2120,"CARROL RD","SOLVEIG DR",1960,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.046071489659,37.8866114280214,"WALNUT CREEK","EBMUD"
"5541",5590,"2012-01-12",2012,241,"CASTLE GLEN RD","TICE VALLEY BL",1956,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-122.059328569867,37.8736268961571,"WALNUT CREEK","EBMUD"
"5542",5591,"2013-09-18",2013,241,"CASTLE GLEN RD","TICE VALLEY BLVD",1956,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-122.059328569867,37.8736268961571,"WALNUT CREEK","EBMUD"
"5543",5592,"2013-10-04",2013,257,"CASTLE GLEN RD","CREEKDALE RD",1956,"ASBESTOS CEMENT","6","SMALL BLOWOUT HOLE <= 1""",-122.059089037285,37.8731109393182,"WALNUT CREEK","EBMUD"
"5544",5593,"2014-09-25",2014,41,"CASTLE HILL CT","FERN DR",1972,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.055163921731,37.8824078791811,"WALNUT CREEK","EBMUD"
"5545",5594,"2014-12-29",2014,1516,"CASTLE HILL RD","DANVILLE BLVD",1959,"ASBESTOS CEMENT","8","SMALL BLOWOUT HOLE <= 1""",-122.052806692005,37.8822081557693,"WALNUT CREEK","EBMUD"
"5546",5595,"2013-11-20",2013,1642,"CASTLE HILL RD","GARLAND CT",1972,"ASBESTOS CEMENT","6","JOINT FAILURE",-122.055184398842,37.8818967336,"WALNUT CREEK","EBMUD"
"5547",5596,"2014-03-04",2014,1819,"CASTLE HILL RD","GLENHAVEN AVE",1959,"ASBESTOS CEMENT","6","JOINT FAILURE",-122.060028675104,37.8810528399148,"WALNUT CREEK","EBMUD"
"5548",5597,"2013-10-27",2013,184,"CREEKDALE RD","CASTLE GLEN RD",1975,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.059346597946,37.8726708230017,"WALNUT CREEK","EBMUD"
"5549",5598,"2013-08-09",2013,1412,"CREEKSIDE DR","MURWOOD DR",1961,"ASBESTOS CEMENT","8","LONGITUDINAL SPLIT",-122.050163173005,37.8850581675754,"WALNUT CREEK","EBMUD"
"5550",5599,"2010-09-23",2010,26,"CUESTA WAY","LOMA VIS",1941,"CAST IRON","6","JOINT FAILURE",-122.0779139216,37.9042086197269,"WALNUT CREEK","EBMUD"
"5551",5600,"2010-03-30",2010,34,"CUESTA WAY","OAKVALE RD",1941,"CAST IRON","4","JOINT FAILURE",-122.078468129974,37.9040254358713,"WALNUT CREEK","EBMUD"
"5552",5601,"2013-12-16",2013,36,"CUESTA WAY","OAKVALE RD",1953,"CAST IRON","12","JOINT FAILURE",-122.078676293897,37.9040336428005,"WALNUT CREEK","EBMUD"
"5553",5602,"2013-09-30",2013,37,"CUESTA WAY","OAKVALE RD",1941,"CAST IRON","4","JOINT FAILURE",-122.078655986465,37.9038938351248,"WALNUT CREEK","EBMUD"
"5554",5603,"2012-05-09",2012,60,"DEL HAMBRE CIR","BLVD WAY",1941,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.073081551209,37.8943960880193,"WALNUT CREEK","EBMUD"
"5555",5604,"2011-01-31",2011,1850,"DEL MONTE CT","DEL MONTE DR",1952,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-122.065487963694,37.8839058326839,"WALNUT CREEK","EBMUD"
"5556",5605,"2014-09-10",2014,1867,"DEL MONTE CT","DEL MONTE DR",1952,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-122.065810666891,37.8835966795712,"WALNUT CREEK","EBMUD"
"5557",5606,"2010-11-10",2010,124,"DEL MONTE DR","POPLAR DR",1952,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-122.066236891014,37.8839233765397,"WALNUT CREEK","EBMUD"
"5558",5607,"2012-01-13",2012,1932,"DORA AVE","BROOKS ST",1953,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.068478543577,37.899637426593,"WALNUT CREEK","EBMUD"
"5559",5608,"2012-04-06",2012,1949,"DORA AVE","OAKLAND BLVD",1953,"CAST IRON","4","LONGITUDINAL SPLIT",-122.068724155562,37.8994501424177,"WALNUT CREEK","EBMUD"
"5560",5609,"2012-08-31",2012,70,"EL CAMINITO NA","HOMESTEAD AVE",1963,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.050410527018,37.9043610285284,"WALNUT CREEK","EBMUD"
"5561",5610,"2014-02-04",2014,220,"EL CAMINO CORTO NA","OAK KNOLL LOOP",1959,"ASBESTOS CEMENT","6","JOINT FAILURE",-122.046196037438,37.8917569972394,"WALNUT CREEK","EBMUD"
"5562",5611,"2014-06-25",2014,220,"EL CAMINO CORTO NA","OAK KNOLL LOOP",1955,"ASBESTOS CEMENT","8","JOINT FAILURE",-122.046196037438,37.8917569972394,"WALNUT CREEK","EBMUD"
"5563",5612,"2011-08-02",2011,101,"EL DORADO RD","OLYMPIC BLVD",1948,"CAST IRON","4","LONGITUDINAL SPLIT",-122.081267003443,37.883599636127,"WALNUT CREEK","EBMUD"
"5564",5613,"2014-09-12",2014,101,"EL DORADO RD","OLYMPIC BLVD",1948,"CAST IRON","4","PARTIAL CIRCUM BRK<180DEG",-122.081267003443,37.883599636127,"WALNUT CREEK","EBMUD"
"5565",5614,"2014-01-02",2014,10,"ELLERY CT","TICE VALLEY BLVD",1963,"STEEL","12","JOINT FAILURE",-122.065317600823,37.8746793371531,"WALNUT CREEK","EBMUD"
"5566",5615,"2010-09-01",2010,10,"FOREST HILLS CT","VITA CT/GARY RD",1954,"ASBESTOS CEMENT","4","FULL CIRCUMFERENCE BREAK",-122.080929605251,37.9259986134723,"WALNUT CREEK","EBMUD"
